alt_folder	mra_file	name	setname	parent	mameversion	rbf	year	manufacturer
_Mappy	Marpy - HBMame.mra	Marpy	marpy		0217	druaga	2001	Namco
_Mario Bros	Pest Place.mra	Pest Place	pestplce	mario	0227	DonkeyKong	1983	Bootleg
_Martial Masters	Martial Masters (ver. 102, 101, 101CN).mra	Martial Masters (ver. 102, 101, 101CN)	martmast102c		288	IGSPGM		
_Martial Masters	Martial Masters (ver. 103, 102, 101CN).mra	Martial Masters (ver. 103, 102, 101CN)	martmast103c		288	IGSPGM		
_Martial Masters	Martial Masters (ver. 104, 102, 101CN).mra	Martial Masters (ver. 104, 102, 101CN)	martmast104c		288	IGSPGM		
_Mayday	Mayday (set 2).mra	Mayday	maydaya	mayday	0218	defender	1980	Hoei
_Mayday	Mayday (set 3).mra	Mayday	maydayb	mayday	0218	defender	1980	Hoei
_Mazinger Z	Mazinger Z (Japan).mra	Mazinger Z (Japan)	mazingerj		0275	CaveBanpresto	1994	Banpresto / Dynamic Pl. Toei Animation
_Mega Blast	Mega Blast (Japan).mra	Mega Blast (Japan)	megablstj	megablst	277	TaitoF2	1989	Taito Corporation
_Mega Blast	Mega Blast (US).mra	Mega Blast (US)	megablstu	megablst	277	TaitoF2	1989	Taito America Corporation
_Metal Black	Metal Black (Japan).mra	Metal Black (Japan)	metalbj	metalb	277	TaitoF2	1991	Taito Corporation
_Metal Black	Metal Black (World, single PCB).mra	Metal Black (World, single PCB)	metalba	metalb	277	TaitoF2	1991	Taito Corporation Japan
_Metamoqester	Oni - The Ninja Master (Japan).mra	Oni - The Ninja Master (Japan)	nmaster		0275	CaveBanpresto	1995	Banpresto / Pandorabox
_Missile Command	Missile Command (rev 1).mra	Missile Command (rev 1)	missile1		0240	MissileCommand	1980	Atari Games
_Missile Command	Missile Command (rev 2).mra	Missile Command (rev 2)	missile2		0240	MissileCommand	1980	Atari Games
_Moon Patrol	Moon Patrol (Williams).mra	Moon Patrol	mpatrolw	mpatrol	0218	moonpatrol	1982	Irem
_Moon Patrol	Moon Ranger (bootleg of Moon Patrol).mra	Moon Ranger	mranger	mpatrol	0218	moonpatrol	1982	Irem
_Moon Patrol	Sponge Patrol - HBMame.mra	Sponge Patrol	spatrol	mpatrol	0217	moonpatrol	2008	Irem
_Moon War	Moonwar (older).mra	Moon War	moonwara	moonwar	0218	scramble	1981	Stern
_Mr. Do!	Mr. Do! Fixed.mra	Mr. Do! Fixed	mrdofix	mrdo	0220	mrdo	1982	Universal
_Mr. Jong	BlockBuster.mra	BlockBuster	blkbustr		0245	mrjong	1983	Kiwako (ECI license)
_Mr. Jong	Crazy Blocks.mra	Crazy Blocks	crazyblk		0245	mrjong	1983	Kiwako (ECI license)
_Mr. TNT	Gorkans.mra	Gorkans	gorkans	mrtnt	0220	pacman	1983	Techstar
_Ms. Pac-Man	Crazy Otto - The Original Ms Pacman - HBMame.mra	Crazy Otto - The Original Ms Pacman - HBMame	ottopza	mspacman	0230	pacman	2018	
_Ms. Pac-Man	Ms. Pac Attack.mra	Ms. Pac Attack	mspacmat	puckman	0218	pacman	1981	Midway
_Ms. Pac-Man	Ms. Pac-Man (bootleg on Crush Roller Hardware).mra	Ms. Pac-Man	mspacmancr	puckman	0218	pacman	1981	Midway
_Ms. Pac-Man	Ms. Pac-Man (speedup hack).mra	Ms. Pac-Man	mspacmnf	puckman	0218	pacman	1981	Midway
_Mystic Marathon	Mystic Marathon (prototype).mra	Mystic Marathon (prototype)	mysticm	mysticm	0222	MysticMarathon	1983	Williams
_Mystic Riders	Mahou Keibitai Gun Hohki (Japan).mra	Mahou Keibitai Gun Hohki (Japan)	gunhohki	mysticri	0245	IremM92	1992	Irem
_Night Slashers	Night Slashers (Japan Rev 1.2, DE-0397-0 PCB).mra	Night Slashers (Japan Rev 1.2, DE-0397-0 PCB)	nslasherj		0264	NightSlashers	1993	Data East Corporation
_Night Slashers	Night Slashers (Over Sea Rev 1.2, DE-0397-0 PCB).mra	Night Slashers (Over Sea Rev 1.2, DE-0397-0 PCB)	nslashers		0264	NightSlashers	1993	Data East Corporation
_Night Slashers	Night Slashers (US Rev 1.2, DE-0395-1 PCB).mra	Night Slashers (US Rev 1.2, DE-0395-1 PCB)	nslasheru		0264	NightSlashers	1994	Data East Corporation
_Ninja Baseball Bat Man	Ninja Baseball Bat Man (US).mra	Ninja Baseball Bat Man (World)	nbbatmanu	nbbatman	0245	IremM92	1993	Irem
_Ninja Baseball Bat Man	Yakyuu Kakutou League-Man (Japan).mra	Yakyuu Kakutou League-Man (Japan)	leaguemn	nbbatman	0245	IremM92	1993	Irem
_Nova 2001	Nova 2001 (Hack).mra	Nova 2001	nova2001h	ninjakun	0220	ninjakun	1984	UPL
_Opa Opa	Opa Opa (Rev A, unprotected).mra	Opa Opa (Rev A, unprotected)	opaopan	opaopa	0235	SMS	1987	Sega
_Oriental Legend	Oriental Legend (ver. 112).mra	Oriental Legend (ver. 112)	orlegende		288	IGSPGM		
_Oriental Legend	Oriental Legend (ver. 112, Chinese Board).mra	Oriental Legend (ver. 112, Chinese Board)	orlegendc		288	IGSPGM		
_Oriental Legend	Oriental Legend (ver. unk, Chinese Board).mra	Oriental Legend (ver. ???, Chinese Board)	orlegendca		288	IGSPGM		
_Pac & Pal	Pac-Man & Chomp Chomp.mra	Pac-Man &amp; Chomp Chomp	pacnchmp	pacnpal	0220	druaga	1983	Namco
_Pac-Man	Abortman - HBMame.mra	Abortman	abortman	puckman	0217	pacman	2001	Atari
_Pac-Man	Baby Pacman 2 (Alt) - HBMame.mra	Baby Pac-Man 2	baby2	puckman	0217	pacman	1980	Atari
_Pac-Man	Baby Pacman 3 (Alt) - HBMame.mra	Baby Pac-Man 3	baby3	puckman	0217	pacman	1980	Atari
_Pac-Man	Brakman - HBMame.mra	Brakman	brakman	puckman	0217	pacman	2000	Scott Lawrence
_Pac-Man	Caterpillar - HBMame.mra	Caterpillar	caterpil	puckman	0217	pacman	2000	Phi
_Pac-Man	Crazy Pac - HBMame.mra	Crazy Pac	crazypac	puckman	0217	pacman	1980	Tim Appleton
_Pac-Man	Dizzy Ghost - A Reversal of Roles - HBMame.mra	Dizzy Ghost- A Reversal of Roles	dizzy	puckman	0217	pacman	2000	Atari
_Pac-Man	Elton Pac - HBMame.mra	Elton Pac	eltonpac	puckman	0217	pacman	1980	Marcel Silvius
_Pac-Man	Euro Pac - HBMame.mra	Euro Pac	europac	puckman	0217	pacman	1980	Stefano Priore
_Pac-Man	Hangly Man [f] - HBMame.mra	Hangly Man	fasthang	puckman	0217	pacman	2000	Nittoh
_Pac-Man	Hangly Man 1000 - HBMame.mra	Hangly Man 1000	hm1000	puckman	0217	pacman	2001	Nittoh
_Pac-Man	Hangly Man 2000 - HBMame.mra	Hangly Man 2000	hm2000	puckman	0217	pacman	2001	Nittoh
_Pac-Man	Hangly Man Babies 5000 - HBMame.mra	Hangly Man Babies 5000	hmba5000	puckman	0217	pacman	2001	Nittoh
_Pac-Man	Hangly Man Babies 7000 - HBMame.mra	Hangly Man Babies 7000	hmba7000	puckman	0217	pacman	2001	Nittoh
_Pac-Man	Hangly Man BabiesMaze - HBMame.mra	Hangly Man BabiesMaze	hmbabymz	puckman	0217	pacman	2001	Nittoh
_Pac-Man	Hangly Man Blue Plus - HBMame.mra	Hangly Man Blue Plus	hmbluep	puckman	0217	pacman	2001	Nittoh
_Pac-Man	Hangly Man Green Plus - HBMame.mra	Hangly Man Green Plus	hmgrenp	puckman	0217	pacman	2001	Nittoh
_Pac-Man	Hangly Man Plus - HBMame.mra	Hangly Man Plus	hmplus	puckman	0217	pacman	2001	Nittoh
_Pac-Man	Hangly-Man (Popeye) - HBMame.mra	Hangly-Man	hmpopey	puckman	0217	pacman	1981	Nittoh
_Pac-Man	Hangly-Man (set 1).mra	Hangly-Man	hangly	puckman	0218	pacman	1981	Nittoh
_Pac-Man	Hangly-Man (set 1) After Dark - HBMame.mra	Hangly-Man After Dark	hanglyad	puckman	0217	pacman	2000	Nittoh
_Pac-Man	Jacman - HBMame.mra	Jacman	jacman	puckman	0217	pacman	2001	Brent Cobb
_Pac-Man	Jr. Pac-Man (Speedup Hack).mra	Jr. Pac-Man (Speedup Hack)	jrpacmanf	jrpacman	0220	pacman	1983	hack
_Pac-Man	Mario Pacman - HBMame.mra	Mario Pac-Man	pacmar	puckman	0217	pacman	1980	Atari
_Pac-Man	Maze Man - HBMame.mra	Maze Man	mazeman	puckman	0217	pacman	2000	Atari
_Pac-Man	Mini Pacman - HBMame.mra	Mini Pac-Man	pacmini	puckman	0217	pacman	1980	Atari
_Pac-Man	Mini Pacman 2 - HBMame.mra	Mini Pac-Man 2	pacmini2	puckman	0217	pacman	1980	Atari
_Pac-Man	New Puc2 (Set 2) - HBMame.mra	New Puck 2	nwpuc2b	puckman	0217	pacman	1980	Linear Elect
_Pac-Man	New Puck-2 - HBMame.mra	New Puck 2	newpuck2	puckman	0217	pacman	1980	Sir Scotty
_Pac-Man	New Puck2 [c] - HBMame.mra	New Puck 2	chtpman2	puckman	0217	pacman	1980	Namco
_Pac-Man	New Puck2 [f] - HBMame.mra	New Puck 2	fstpman2	puckman	0217	pacman	1980	Namco
_Pac-Man	New Puck-3 - HBMame.mra	New Puck 3	newpuck3	puckman	0217	pacman	1980	Marcel Silvius
_Pac-Man	New Puck-X [c] - HBMame.mra	New Puck X	chtpuck	puckman	0217	pacman	1980	Deluxe
_Pac-Man	New Puck-X [f] - HBMame.mra	New Puck X	fastpuck	puckman	0217	pacman	1980	Deluxe
_Pac-Man	New Puck-X.mra	New Puck X	newpuckx	puckman	0218	pacman	1980	hack
_Pac-Man	Pac 2600 (Older) - HBMame.mra	Pac 2600	pac2600a	puckman	0217	pacman	1980	Bobby Tribble
_Pac-Man	Pac 2600 - HBMame.mra	Pac 2600	pac2600	puckman	0217	pacman	1980	Bobby Tribble
_Pac-Man	Pac Snoop v1.3 [f] - HBMame.mra	Pac Snoop	pacsnoop	puckman	0217	pacman	1980	Scott Lawrence
_Pac-Man	Pac-Man (Midway, harder).mra	Pac-Man	pacmod	puckman	0218	pacman	1980	Namco
_Pac-Man	Pac-Man (Midway, speedup hack).mra	Pac-Man	pacmanf	puckman	0218	pacman	1980	Namco
_Pac-Man	Pac-man (Popeye) [c] - HBMame.mra	Pac-Man	chtpop	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Baby Maze 1) - HBMame.mra	Pac-Man	pacbaby	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Baby Maze 2) - HBMame.mra	Pac-Man	pacbaby2	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Baby Maze 3) - HBMame.mra	Pac-Man	pacbaby3	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Baby Maze 4) - HBMame.mra	Pac-Man	baby4	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Bell) - HBMame.mra	Pac-Man	pacbell	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Crunchy) - HBMame.mra	Pac-Man	pcrunchy	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Electric Cowboy) - HBMame.mra	Pac-Man	pacelec	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Fixes 255th Maze) - HBMame.mra	Pac-Man	pacm255	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Hearts) - HBMame.mra	Pac-Man	hearts	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Jail) - HBMame.mra	Pac-Man	pacjail	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Ms. Pacman Attack 1) - HBMame.mra	Pac-Man	pacmsa1	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Ms. Pacman Attack 2) - HBMame.mra	Pac-Man	pacmsa2	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Ms. Pacman Attack 3) - HBMame.mra	Pac-Man	pacmsa3	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Ms. Pacman Attack 4) - HBMame.mra	Pac-Man	pacmsa4	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Ms. Pacman Maze 1) - HBMame.mra	Pac-Man	pacms1	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Ms. Pacman Maze 2) - HBMame.mra	Pac-Man	pacms2	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Ms. Pacman Maze 3) - HBMame.mra	Pac-Man	pacms3	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Ms. Pacman Maze 4) - HBMame.mra	Pac-Man	pacms4	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Namco) (Sil hack) [c] - HBMame.mra	Pac-Man	namcosil	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Original Inviso) - HBMame.mra	Pac-Man	pacinvis	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Patched) - HBMame.mra	Pac-Man	pacmanp	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Popeye) - HBMame.mra	Pac-Man	pacpopey	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Popeye) [f] - HBMame.mra	Pac-Man	fastpop	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Shuffle) - HBMame.mra	Pac-Man	pacshuf	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Speedy) - HBMame.mra	Pac-Man	pacspeed	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman (Weird Fruit) - HBMame.mra	Pac-Man	pacwf	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman [c] - HBMame.mra	Pac-Man	chtpac	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman with Pacman font - HBMame.mra	Pac-Man	pacfnt	puckman	0217	pacman	2000	Namco
_Pac-Man	Pac-Man (Midway).mra	Pac-Man (Midway)	pacman		0218	pacman	1980	Namco (Midway license)
_Pac-Man	Pac Man 1000 - HBMame.mra	Pac-Man 1000	pm1000	puckman	0217	pacman	1980	Blue Justice
_Pac-Man	Pac Man 2000 - HBMame.mra	Pac-Man 2000	pm2000	puckman	0217	pacman	1980	Blue Justice
_Pac-Man	Pac Man 3000 - HBMame.mra	Pac-Man 3000	pm3000	puckman	0217	pacman	1980	Blue Justice
_Pac-Man	Pacman 3D - HBMame.mra	Pac-Man 3D	pacman3d	puckman	0217	pacman	1998	Namco
_Pac-Man	Pacman 3D [c] - HBMame.mra	Pac-Man 3D	chtpac3d	puckman	0217	pacman	1998	Namco
_Pac-Man	Pacman After Dark (Alternate) - HBMame.mra	Pac-Man After Dark	pmada	puckman	0217	pacman	2000	Namco
_Pac-Man	Pacman After Dark - HBMame.mra	Pac-Man After Dark	pmad	puckman	0217	pacman	2000	Namco
_Pac-Man	Pacman After Dark 2000 - HBMame.mra	Pac-Man After Dark 2000	pmad00	puckman	0217	pacman	2000	Namco
_Pac-Man	Pac Man Babies 2000 - HBMame.mra	Pac-Man Babies 2000	pmba2000	puckman	0217	pacman	1980	Blue Justice
_Pac-Man	Pac Man Babies 3000 - HBMame.mra	Pac-Man Babies 3000	pmba3000	puckman	0217	pacman	1980	Blue Justice
_Pac-Man	Pac Man Babies 6000 - HBMame.mra	Pac-Man Babies 6000	pmba6000	puckman	0217	pacman	1980	Blue Justice
_Pac-Man	Pac Man Babies Maze - HBMame.mra	Pac-Man Babies Maze	pmbamaz	puckman	0217	pacman	1980	Blue Justice
_Pac-Man	Pacman Jr. (Maze 1) - HBMame.mra	Pac-Man Jr.	pacjr1	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman Jr. (Maze 2) - HBMame.mra	Pac-Man Jr.	pacjr2	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman Jr. (Maze 3) - HBMame.mra	Pac-Man Jr.	pacjr3	puckman	0217	pacman	1980	Namco
_Pac-Man	Pacman Jr. (Maze 4) - HBMame.mra	Pac-Man Jr.	pacjr4	puckman	0217	pacman	1980	Namco
_Pac-Man	Packetman - HBMame.mra	Packetman	packetman	puckman	0217	pacman	2000	Namco
_Pac-Man	Pacu Pacu v1.1 - HBMame.mra	Pacu Pacu v1.1	pacupacu	puckman	0220	pacman	2025	Sokuran
_Pac-Man	Pengo Man - HBMame.mra	Pengo Man	pengman	puckman	0217	pacman	2000	Scott Lawrence
_Pac-Man	Puck Man (Japan set 2).mra	Puck Man	puckmod	puckman	0218	pacman	1980	Namco
_Pac-Man	Puckman (Fixes 255th Maze) - HBMame.mra	Puck Man	puck255	puckman	0217	pacman	1980	Namco
_Pac-Man	Puckman Opposite - HBMame.mra	Puck Man Opposite	puckmano	puckman	0217	pacman	1980	Namco
_Pac-Man	Puckmotik (alt) - HBMame.mra	Puckmotik	puckmot1	puckman	0217	pacman	1980	Hebus
_Pac-Man	Puckmotik - HBMame.mra	Puckmotik	puckmoti	puckman	0217	pacman	1980	Hebus
_Pac-Man	Robo Man - HBMame.mra	Robo Man	roboman	puckman	0217	pacman	1999	Runge Editing
_Pac-Man	Snowy Day Pacman - HBMame.mra	Snowy Day Pac-Man	snowpac	puckman	0217	pacman	1980	T-Bone
_Pac-Man	Summertime Elton (old) - HBMame.mra	Summertime Elton	sumeltob	puckman	0217	pacman	2000	Staizitto
_Pac-Man	Summertime Elton - HBMame.mra	Summertime Elton	sumelton	puckman	0217	pacman	2000	Staizitto
_Pac-Man	Ultra Pacman - HBMame.mra	Ultra Pac-Man	ultra2	puckman	0217	pacman	1980	TwoBit Score
_Pac-Man	Vector Hangly-Man - HBMame.mra	Vector Hangly-Man	vhangly	puckman	0217	pacman	2000	Nittoh
_Pac-Man	Vector Pacman (Baby Maze 1) - HBMame.mra	Vector Pac-Man	vecbaby	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Baby Maze 2) - HBMame.mra	Vector Pac-Man	vecbaby2	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Baby Maze 3) - HBMame.mra	Vector Pac-Man	vecbaby3	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Bell) - HBMame.mra	Vector Pac-Man	vpacbell	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Crunchy) - HBMame.mra	Vector Pac-Man	vcrunchy	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Electric Cowboy) - HBMame.mra	Vector Pac-Man	vpacelec	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Jail) - HBMame.mra	Vector Pac-Man	vpacjail	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Ms. Pacman Attack 1) - HBMame.mra	Vector Pac-Man	vpacmsa1	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Ms. Pacman Attack 2) - HBMame.mra	Vector Pac-Man	vpacmsa2	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Ms. Pacman Attack 3) - HBMame.mra	Vector Pac-Man	vpacmsa3	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Ms. Pacman Attack 4) - HBMame.mra	Vector Pac-Man	vpacmsa4	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Ms. Pacman Maze 1) - HBMame.mra	Vector Pac-Man	vpacms1	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Ms. Pacman Maze 2) - HBMame.mra	Vector Pac-Man	vpacms2	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Ms. Pacman Maze 3) - HBMame.mra	Vector Pac-Man	vpacms3	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Ms. Pacman Maze 4) - HBMame.mra	Vector Pac-Man	vpacms4	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Shuffle) - HBMame.mra	Vector Pac-Man	vpacshuf	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman (Speedy) - HBMame.mra	Vector Pac-Man	vpspeed	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Pacman - HBMame.mra	Vector Pac-Man	vecpac	puckman	0217	pacman	1980	Namco
_Pac-Man	Vector Xens Revenge - HBMame.mra	Vector Xens Revenge	vectxens	puckman	0217	pacman	2000	Namco
_Pac-Man	Xens Revenge - HBMame.mra	Xens Revenge	xensrev	puckman	0217	pacman	2000	Jeff Morris
_Pac-Man	Xens Revenge After Dark - HBMame.mra	Xens Revenge After Dark	xensad	puckman	0217	pacman	2000	Jeff Morris
_Pac-Man Plus	Pac Man 4000 Plus - HBMame.mra	Pac Man 4000 Plus - HBMame	pm4000p		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man 5000 Plus - HBMame.mra	Pac Man 5000 Plus - HBMame	pm5000p		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man 6000 - HBMame.mra	Pac Man 6000 - HBMame	pm6000		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man 7000 - HBMame.mra	Pac Man 7000 - HBMame	pm7000		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man 7000 Plus - HBMame.mra	Pac Man 7000 Plus - HBMame	pm7000p		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Babies 4000 - HBMame.mra	Pac Man Babies 4000 - HBMame	pmba4000		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Babies 8000 - HBMame.mra	Pac Man Babies 8000 - HBMame	pmba8000		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Babies Plus - HBMame.mra	Pac Man Babies Plus - HBMame	pmbaplus		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Blue Plus - HBMame.mra	Pac Man Blue Plus - HBMame	pmbluep		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Deluxe - HBMame.mra	Pac Man Deluxe - HBMame	pmdeluxe		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Extra - HBMame.mra	Pac Man Extra - HBMame	pmextra		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Extra Plus - HBMame.mra	Pac Man Extra Plus - HBMame	pmextrap		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Fever - HBMame.mra	Pac Man Fever - HBMame	pmfever		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pac Man Green Plus - HBMame.mra	Pac Man Green Plus - HBMame	pmgrenp		0217	pacman	2001	Blue Justice
_Pac-Man Plus	Pacman Plus - HBMame.mra	Pacman Plus - HBMame	pacplus		0217	pacman	1982	[Namco] (Midway license)
_Pac-Man Plus	Pacman Plus After Dark - HBMame.mra	Pacman Plus After Dark - HBMame	pplusad		0217	pacman	2000	[Bally Midway]
_Pac-Man Plus	Vector Pacman Plus - HBMame.mra	Vector Pacman Plus - HBMame	vectplus		0217	pacman	2000	[Bally Midway]
_Pengo	Pengo (Vector sim) - HBMame.mra	Pengo	vecpengo	pengo	0217	pengo	2000	T-Bone
_Pengo	Pengo (set 2).mra	Pengo	pengo2	pengo	0218	pengo	1982	Sega
_Pengo	Pengo (set 4).mra	Pengo	pengo4	pengo	0218	pengo	1982	Sega
_Pengo	Pengo (set 5).mra	Pengo	pengo5	pengo	0218	pengo	1982	Sega
_Penguin-Kun Wars	Penguin-Kun Wars (Japan).mra	Penguin-Kun Wars (Japan)	pkunwarj		0221	PenguinKunWars	1985	UPL
_Performan	Performan (US).mra	Performan	perfrmanu	Performan	0245	Performan	1986	Toaplan
_Phoenix	Ave Fenix (Electrogame, Spanish bootleg of Phoenix).mra	Ave Fenix	avefenix	phoenix	0218	phoenix	1980	Video Game
_Phoenix	Ave Fenix (Laguna, Spanish bootleg of Phoenix).mra	Ave Fenix	avefenixl	phoenix	0218	phoenix	1980	Laguna
_Phoenix	Ave Fenix (Recreativos Franco, Spanish bootleg of Phoenix).mra	Ave Fenix	avefenixrf	phoenix	0218	phoenix	1980	Recreativos Franco S.A.
_Phoenix	Falcon (bootleg of Phoenix) (8085A CPU).mra	Falcon	falcon	phoenix	0218	phoenix	1980	bootleg
_Phoenix	Fenix (Niemer bootleg of Phoenix).mra	Fenix	fenixn	phoenix	0218	phoenix	1980	Niemer
_Phoenix	Next Fase (bootleg of Phoenix).mra	Next Fase	nextfase	phoenix	0218	phoenix	1981	Petaco S.A.
_Phoenix	Phoenix (Amstar, set 2).mra	Phoenix	phoenix2	phoenix	0218	phoenix	1980	Amstar
_Phoenix	Phoenix (Assa, Spanish bootleg).mra	Phoenix	phoenixass	phoenix	0218	phoenix	1981	Amstar
_Phoenix	Phoenix (Centuri, set 1).mra	Phoenix	phoenixa	phoenix	0218	phoenix	1980	Amstar
_Phoenix	Phoenix (Centuri, set 2).mra	Phoenix	phoenixb	phoenix	0218	phoenix	1980	Amstar
_Phoenix	Phoenix (D and L bootleg).mra	Phoenix	phoenixdal	phoenix	0218	phoenix	1980	Amstar
_Phoenix	Phoenix (G. Universal Video bootleg).mra	Phoenix	phoenixgu	phoenix	0218	phoenix	1981	Amstar
_Phoenix	Phoenix (Greek) - HBMame.mra	Phoenix	phoenixg	phoenix	0217	phoenix	1980	Amstar
_Phoenix	Phoenix (Hellomat Automaten bootleg).mra	Phoenix	phoenixha	phoenix	0218	phoenix	1981	Amstar
_Phoenix	Phoenix (Irecsa - G.G.I Corp, set 1).mra	Phoenix	phoenixc	phoenix	0218	phoenix	1981	Amstar
_Phoenix	Phoenix (Irecsa - G.G.I Corp, set 2).mra	Phoenix	phoenixc2	phoenix	0218	phoenix	1981	Amstar
_Phoenix	Phoenix (Irecsa - G.G.I Corp, set 3).mra	Phoenix	phoenixc3	phoenix	0218	phoenix	1981	Amstar
_Phoenix	Phoenix (Irecsa - G.G.I Corp, set 4).mra	Phoenix	phoenixc4	phoenix	0218	phoenix	1981	Amstar
_Phoenix	Phoenix (Sonic, Spanish bootleg).mra	Phoenix	phoenixs	phoenix	0218	phoenix	1981	Amstar
_Phoenix	Phoenix (T.P.N. bootleg).mra	Phoenix	phoenix3	phoenix	0218	phoenix	1980	Amstar
_Phoenix	Phoenix (Taito Japan).mra	Phoenix	phoenixj	phoenix	0218	phoenix	1980	Amstar
_Phoenix	Phoenix (Taito).mra	Phoenix	phoenixt	phoenix	0218	phoenix	1980	Amstar
_Phoenix	PhoenixR (GDR hack) - HBMame.mra	PhoenixR	phoenixr	phoenix	0217	phoenix	2000	CYBERYOGI =CO= Windler
_Phoenix	Vautour (bootleg of Phoenix) (8085A CPU).mra	Vautour	vautour	phoenix	0218	phoenix	1980	Tehkan
_Phoenix	Vautour (bootleg of Phoenix) (Z80 CPU, single PROM).mra	Vautour	vautourza	phoenix	0218	phoenix	1980	Tehkan
_Photo Y2K	Photo Y2K (ver. 102, Japanese Board).mra	Photo Y2K (ver. 102, Japanese Board)	photoy2k102j		288	IGSPGM		
_Photo Y2K	Photo Y2K (ver. 103, Japanese Board).mra	Photo Y2K (ver. 103, Japanese Board)	photoy2k103j		288	IGSPGM		
_Photo Y2K	Photo Y2K (ver. 104).mra	Photo Y2K (ver. 104)	photoy2k104		288	IGSPGM		
_Pickin'	Pickin' (Color Hack) - HBMame.mra	Pickin'	pickinpi	pickin	0217	bagman	1983	Pi
_Pisces	Omni.mra	Omni	omni		0218	galaxian	1982	bootleg
_Pisces	Pisces (bootleg).mra	Pisces	piscesb	pisces	0218	galaxian	1982	bootleg
_Pisces	Starfighter II - HBMame.mra	Starfighter II	starfgh2	starfght	0217	galaxian	1982	bootleg
_Pitfall II	Pitfall II (Unencrypted, Cheat) HBMame.mra	Pitfall II	pitfall2u	pitfall2	0216	segasys1	1985	Sega
_Pleiads	Capitol.mra	Capitol	capitol	capitol	0218	pleiads	1981	Universal Video Spiel
_Pleiads	Pleiads (Centuri).mra	Pleiades	pleiadce	pleiads	0218	pleiads	1981	Tehkan
